
"12/30/2013","3457625638"
"12/31/2013","3417092149"
"1/1/2014","3417092149"
"1/2/2014","3417092149"
"1/3/2014","3417092149"
"1/4/2014","3417092149"
"1/5/2014","3417092149"
"1/6/2014","3320846785"
"1/7/2014","3320846785"
"1/8/2014","3630283744"
"1/9/2014","3618829426"
"1/10/2014","3560465236"
"1/11/2014","3560465236"
"1/12/2014","3560465236"
"1/13/2014","3681610469"
"1/14/2014","3603764610"
"1/15/2014","3300717238"
"1/16/2014","3397894707"
"1/17/2014","3513671586"
"1/18/2014","3513671586"
"1/19/2014","3513671586"
"1/20/2014","3355264766"
"1/21/2014","3404132508"
"1/22/2014","3480217265"
"1/23/2014","3649553154"
"1/24/2014","3330499862"
"1/25/2014","3330499862"
"1/26/2014","3330499862"
"1/27/2014","3305963251"
"1/28/2014","3640022952"
"1/29/2014","3282809762"
"1/30/2014","3355289333"
"1/31/2014","4333581643"
"2/1/2014","4333581643"
"2/2/2014","4333581643"
"2/3/2014","4003232020"
"2/4/2014","4021820774"
"2/5/2014","3885884141"
"2/6/2014","4181103949"
"2/7/2014","4331913019"
"2/8/2014","4331913019"
"2/9/2014","4331913019"
"2/10/2014","4232329313"
"2/11/2014","4357614748"
"2/12/2014","4504718631"
"2/13/2014","4631019991"
"2/14/2014","4498689242"
"2/15/2014","4498689242"
"2/16/2014","4498689242"
"2/17/2014","4126462782"
"2/18/2014","4325047289"
"2/19/2014","4549334162"
"2/20/2014","4426016408"
"2/21/2014","4395088176"
"2/22/2014","4395088176"
"2/23/2014","4395088176"
"2/24/2014","4345473440"
"2/25/2014","4270514540"
"2/26/2014","4333386648"
"2/27/2014","4818520457"
"2/28/2014","5010720003"
"3/1/2014","5010720003"
"3/2/2014","5010720003"
"3/3/2014","4718209222"
"3/4/2014","4751610782"
"3/5/2014","4699421840"
"3/6/2014","4736610857"
"3/7/2014","5020275275"
"3/8/2014","5020275275"
"3/9/2014","5020275275"
"3/10/2014","5020275275"
"3/11/2014","4908867532"
"3/12/2014","5287993400"
"3/13/2014","5158888234"
"3/14/2014","5638258606"
"3/15/2014","5638258606"
"3/16/2014","5638258606"
"3/17/2014","5035463618"
"3/18/2014","5140119405"
"3/19/2014","5218812326"
"3/20/2014","4982596073"
"3/21/2014","4982596073"
"3/22/2014","4982596073"
"3/23/2014","4982596073"
"3/24/2014","4982596073"
"3/25/2014","4982596073"
"3/26/2014","5042525719"
"3/27/2014","5286682266"
"3/28/2014","5477757648"
"3/29/2014","5477757648"
"3/30/2014","5477757648"
"3/31/2014","6250216266"
"4/1/2014","5007552613"
"4/2/2014","5057058712"
"4/3/2014","4456069839"
"4/4/2014","4586070003"
"4/5/2014","4586070003"
"4/6/2014","4586070003"
"4/7/2014","4676753855"
"4/8/2014","4789431544"
"4/9/2014","4806024372"
"4/10/2014","4735927885"
"4/11/2014","4811372218"
"4/12/2014","4811372218"
"4/13/2014","4811372218"
"4/14/2014","5033737061"
"4/15/2014","4543436011"
"4/16/2014","4750931378"
"4/17/2014","4753617839"
"4/18/2014","4567693793"
"4/19/2014","4567693793"
"4/20/2014","4567693793"
"4/21/2014","4320111305"
"4/22/2014","4270597450"
"4/23/2014","4578229247"
"4/24/2014","4675996514"
"4/25/2014","4416849426"
"4/26/2014","4416849426"
"4/27/2014","4416849426"
"4/28/2014","4531256049"
"4/29/2014","4523887116"
"4/30/2014","16828540812"
"5/1/2014","16828540812"
"5/2/2014","16828540812"
"5/3/2014","16828540812"
"5/4/2014","17026759302"
"5/5/2014","17114321286"
"5/6/2014","17311052888"
"5/7/2014","17311052888"
"5/8/2014","17311052888"
"5/9/2014","17311052888"
"5/10/2014","17311052888"
"5/11/2014","17360398590"
"5/12/2014","17330289781"
"5/13/2014","17404326388"
"5/14/2014","17577047842"
"5/15/2014","17287492821"
"5/16/2014","17312632126"
"5/17/2014","17312632126"
"5/18/2014","17312632126"
"5/19/2014","17125807387"
"5/20/2014","17017582000"
"5/21/2014","17160668460"
"5/22/2014","17118645449"
"5/23/2014","17072051290"
"5/24/2014","17072051290"
"5/25/2014","17072051290"
"5/26/2014","17079913964"
"5/27/2014","17080323249"
"5/28/2014","17042551202"
"5/29/2014","17029242459"
"5/30/2014","17206823472"
"5/31/2014","17206823472"
"6/1/2014","17206823472"
"6/2/2014","17182930431"
"6/3/2014","17112377330"
"6/4/2014","17282874752"
"6/5/2014","17032963159"
"6/6/2014","17232582353"
"6/7/2014","17232582353"
"6/8/2014","17232582353"
"6/9/2014","17421856161"
"6/10/2014","17389169759"
"6/11/2014","17467659856"
"6/12/2014","17570859277"
"6/13/2014","19298440795"
"6/14/2014","19298440795"
"6/15/2014","19298440795"
"6/16/2014","18317021383"
"6/17/2014","18063615341"
"6/18/2014","18546522641"
"6/19/2014","18436129340"
"6/20/2014","17695742965"
"6/21/2014","17695742965"
"6/22/2014","17695742965"
"6/23/2014","17628487965"
"6/24/2014","17818139078"
"6/25/2014","17593642663"
"6/26/2014","17869653044"
"6/27/2014","17930946570"
"6/28/2014","17930946570"
"6/29/2014","17930946570"
"6/30/2014","17499411775"
"7/1/2014","17600814179"
"7/2/2014","18758436672"
"7/3/2014","19216384375"
"7/4/2014","19447531613"
"7/5/2014","19447531613"
"7/6/2014","19447531613"
"7/7/2014","19447531613"
"7/8/2014","20300139409"
"7/9/2014","22018579049"
"7/10/2014","21617664878"
"7/11/2014","22949242431"
"7/12/2014","22949242431"
"7/13/2014","22949242431"
"7/14/2014","21437046214"
"7/15/2014","20266933046"
"7/16/2014","20161929257"
"7/17/2014","20163790705"
"7/18/2014","20167445508"
"7/19/2014","20167445508"
"7/20/2014","20167445508"
"7/21/2014","19547060926"
"7/22/2014","19886369630"
"7/23/2014","20351897422"
"7/24/2014","19483289601"
"7/25/2014","19492894100"
"7/26/2014","19492894100"
"7/27/2014","19492894100"
"7/28/2014","19799265557"
"7/29/2014","18680890039"
"7/30/2014","18432269848"
"7/31/2014","19018248308"
"8/1/2014","18529343554"
"8/2/2014","18529343554"
"8/3/2014","18529343554"
"8/4/2014","18318871288"
"8/5/2014","18097108182"
"8/6/2014","19211852691"
"8/7/2014","19894568240"
"8/8/2014","20356205769"
"8/9/2014","20356205769"
"8/10/2014","20356205769"
"8/11/2014","21014348791"
"8/12/2014","21199794578"
"8/13/2014","21358392843"
"8/14/2014","21099920902"
"8/15/2014","20029432954"
"8/16/2014","20029432954"
"8/17/2014","20029432954"
"8/18/2014","19772299481"
"8/19/2014","19406728718"
"8/20/2014","18849906725"
"8/21/2014","18755969509"
"8/22/2014","18521865540"
"8/23/2014","18521865540"
"8/24/2014","18521865540"
"8/25/2014","18002786450"
"8/26/2014","17786847993"
"8/27/2014","17778268294"
"8/28/2014","17921010775"
"8/29/2014","18959581889"
"8/30/2014","18959581889"
"8/31/2014","18959581889"
"9/1/2014","18959581889"
"9/2/2014","17842438513"
"9/3/2014","18664454550"
"9/4/2014","5966423157"
"9/5/2014","5860195697"
"9/6/2014","5860195697"
"9/7/2014","5860195697"
"9/8/2014","19175854331"
"9/9/2014","19739611315"
"9/10/2014","19433070371"
"9/11/2014","21240088060"
"9/12/2014","21297842724"
"9/13/2014","21297842724"
"9/14/2014","21297842724"
"9/15/2014","19514183323"
"9/16/2014","19414984679"
"9/17/2014","19371429367"
"9/18/2014","18930417610"
"9/19/2014","19306316854"
"9/20/2014","19306316854"
"9/21/2014","19306316854"
"9/22/2014","18067469497"
"9/23/2014","17809321820"
"9/24/2014","24299404711"
"9/25/2014","17841644058"
"9/26/2014","17824637391"
"9/27/2014","17824637391"
"9/28/2014","17824637391"
"9/29/2014","18128532199"
"9/30/2014","18336227920"
"10/1/2014","18816337616"
"10/2/2014","18523101190"
"10/3/2014","18680486574"
"10/4/2014","18680486574"
"10/5/2014","18680486574"
"10/6/2014","18167959013"
"10/7/2014","18797588908"
"10/8/2014","19111793038"
"10/9/2014","19453544121"
"10/10/2014","20375010848"
"10/11/2014","20375010848"
"10/12/2014","20375010848"
"10/13/2014","20478363170"
"10/14/2014","20513641629"
"10/15/2014","19520279268"
"10/16/2014","19434946654"
"10/17/2014","18890170792"
"10/18/2014","18890170792"
"10/19/2014","18890170792"
"10/20/2014","17657212713"
"10/21/2014","17755940115"
"10/22/2014","17066592991"
"10/23/2014","16850771060"
"10/24/2014","16977073977"
"10/25/2014","16977073977"
"10/26/2014","16977073977"
"10/27/2014","16175563049"
"10/28/2014","16422112115"
"10/29/2014","17316020955"
"10/30/2014","17293455425"
"10/31/2014","17330151485"
"11/1/2014","17330151485"
"11/2/2014","17330151485"
"11/3/2014","16681107198"
"11/4/2014","17199174281"
"11/5/2014","17164649395"
"11/6/2014","17639517141"
"11/7/2014","18514002053"
"11/8/2014","18514002053"
"11/9/2014","18514002053"
"11/10/2014","18573141005"
"11/11/2014","20251539643"
"11/12/2014","19787422477"
"11/13/2014","19654876228"
"11/14/2014","19499370788"
"11/15/2014","19499370788"
"11/16/2014","19499370788"
"11/17/2014","17353633845"
"11/18/2014","17127825550"
"11/19/2014","17072499939"
"11/20/2014","16421163317"
"11/21/2014","16540838380"
"11/22/2014","16540838380"
"11/23/2014","16540838380"
"11/24/2014","16041440089"
"11/25/2014","15989470508"
"11/26/2014","16135984181"
"11/27/2014","16462485364"
"11/28/2014","17050743440"
"11/29/2014","17050743440"
"11/30/2014","17050743440"
"12/1/2014","17050743440"
"12/2/2014","16763365333"
"12/3/2014","16599239532"
"12/4/2014","16394728917"
"12/5/2014","16722327259"
"12/6/2014","16722327259"
"12/7/2014","16722327259"
"12/8/2014","16492891183"
"12/9/2014","17437754543"
"12/10/2014","17267336263"
"12/11/2014","18510888490"
"12/12/2014","18924713864"
"12/13/2014","18924713864"
"12/14/2014","18924713864"
"12/15/2014","16939438827"
"12/16/2014","16939438827"
"12/17/2014","16939438827"
"12/18/2014","16170859718"
"12/19/2014","15828748781"
"12/20/2014","15828748781"
"12/21/2014","15828748781"
"12/22/2014","14423922093"
"12/23/2014","14593843621"
"12/24/2014","14801571032"
"12/25/2014","14769266649"
"12/26/2014","15233591723"
"12/27/2014","15233591723"
"12/28/2014","15233591723"
"12/29/2014","15065141526"
"12/30/2014","18177705828"
"12/31/2014","17452425921"
"1/1/2015","17452425921"
"1/2/2015","17452425921"
"1/3/2015","17452425921"
"1/4/2015","17452425921"
"1/5/2015","16162817600"
"1/6/2015","15775433202"
"1/7/2015","15775433202"
"1/8/2015","16010735177"
"1/9/2015","16505141860"
"1/10/2015","16505141860"
"1/11/2015","16505141860"
"1/12/2015","16856140534"
"1/13/2015","17258793498"
"1/14/2015","17037819909"
"1/15/2015","15898175346"
"1/16/2015","15520893725"
"1/17/2015","15520893725"
"1/18/2015","15520893725"
"1/19/2015","15118607588"
"1/20/2015","14278545759"
"1/21/2015","14159513317"
"1/22/2015","13820290300"
"1/23/2015","13927631024"
"1/24/2015","13927631024"
"1/25/2015","13927631024"
"1/26/2015","13482734339"
"1/27/2015","13290587461"
"1/28/2015","12979642403"
"1/29/2015","13584220442"
"1/30/2015","13883178718"
"1/31/2015","13883178718"
"2/1/2015","13883178718"
"2/2/2015","13699578281"
"2/3/2015","14129552979"
"2/4/2015","14267477784"
"2/5/2015","14488396492"
"2/6/2015","14665134556"
"2/7/2015","14665134556"
"2/8/2015","14665134556"
"2/9/2015","15298102289"
"2/10/2015","15455724884"
"2/11/2015","16977926585"
"2/12/2015","16291339221"
"2/13/2015","16523492399"
"2/14/2015","16523492399"
"2/15/2015","16523492399"
"2/16/2015","15090220595"
"2/17/2015","14980482668"
"2/18/2015","14399535198"
"2/19/2015","14514188297"
"2/20/2015","13875585751"
"2/21/2015","13875585751"
"2/22/2015","13875585751"
"2/23/2015","13580678477"
"2/24/2015","13353256782"
"2/25/2015","13207782317"
"2/26/2015","13492970568"
"2/27/2015","13873474441"
"2/28/2015","13873474441"
"3/1/2015","13873474441"
"3/2/2015","13845408933"
"3/3/2015","14016239925"
"3/4/2015","14203416964"
"3/5/2015","14301237455"
"3/6/2015","15375006290"
"3/7/2015","15375006290"
"3/8/2015","15375006290"
"3/9/2015","15375006290"
"3/10/2015","15767492196"
"3/11/2015","16058658848"
"3/12/2015","16042441672"
"3/13/2015","16733276309"
"3/14/2015","16733276309"
"3/15/2015","16733276309"
"3/16/2015","15186308216"
"3/17/2015","14804865397"
"3/18/2015","14817335421"
"3/19/2015","15149239982"
"3/20/2015","14885857036"
"3/21/2015","14885857036"
"3/22/2015","14885857036"
"3/23/2015","14885857036"
"3/24/2015","14885857036"
"3/25/2015","14885857036"
"3/26/2015","14144591140"
"3/27/2015","13596359736"
"3/28/2015","13596359736"
"3/29/2015","13596359736"
"3/30/2015","13536509350"
"3/31/2015","13749057688"
"4/1/2015","13772002655"
"4/2/2015","14276552203"
"4/3/2015","15025100270"
"4/4/2015","15025100270"
"4/5/2015","15025100270"
"4/6/2015","14816148680"
"4/7/2015","15673967933"
"4/8/2015","15929549091"
"4/9/2015","16436355868"
"4/10/2015","16569847999"
"4/11/2015","16569847999"
"4/12/2015","16569847999"
"4/13/2015","17175675498"
"4/14/2015","17031053487"
"4/15/2015","15875404025"
"4/16/2015","15698313730"
"4/17/2015","15527293101"
"4/18/2015","15527293101"
"4/19/2015","15527293101"
"4/20/2015","14445608626"
"4/21/2015","14987231735"
"4/22/2015","15420734471"
"4/23/2015","15508103566"
"4/24/2015","14570485125"
"4/25/2015","14570485125"
"4/26/2015","14570485125"
"4/27/2015","13720279670"
"4/28/2015","15660897258"
"4/29/2015","14948190296"
"4/30/2015","14503358262"
"5/1/2015","14503358262"
"5/2/2015","14503358262"
"5/3/2015","14503358262"
"5/4/2015","14440120351"
"5/5/2015","14967014640"
"5/6/2015","15862756352"
"5/7/2015","15862756352"
"5/8/2015","16719933104"
"5/9/2015","16719933104"
"5/10/2015","16719933104"
"5/11/2015","16719933104"
"5/12/2015","17519428449"
"5/13/2015","17465209165"
"5/14/2015","17477479670"
"5/15/2015","16678421670"
